"Id","Y1","Y2","Y3","Y4","Y5","Y6","Y7","Y8","Y9","Y10","Y11","T1","T2","T3","T4","T5","T6","T7","T8","T9","T10","T11","X1","TCOV1","TCOV2","TCOV3","TCOV4","TCOV5","TCOV6","TCOV7","TCOV8","TCOV9","TCOV10","TCOV11","gr"
11,0,3.23378348044394,4.23732071043639,3.60201541377408,3.56703556488295,3.18212401236052,3.39090202818142,3.37630298697626,4.57324041654669,3.67635016161411,3.6219035668701,0,1,2,3,4,5,6,7,8,9,10,0.04,1,0,0,1,1,0,0,0,0,1,1,1
12,0.092812665741551,2.64052945539741,3.49332922715056,3.48972488435566,2.81496983138515,3.68736105090986,3.70362732230567,2.91412456160217,3.24692577728285,4.07399660713068,3.09337720766683,0,1,2,3,4,5,6,7,8,9,10,0.6,0,1,0,0,0,0,0,0,0,0,0,1
13,0,1.44335097456158,2.57608876383217,2.74118702971721,2.07165705238909,2.60239184337315,2.6401138091739,2.45080833579927,2.99678380054081,2.37369278933651,2.57637043005397,0,1,2,3,4,5,6,7,8,9,10,0.09,1,1,1,1,1,1,0,1,1,1,0,4
14,0.243026634623182,3.10421290659626,3.90822523357763,3.87195453517048,3.77170839677365,3.47665812552479,3.68305935785451,3.59682078105259,4.11904316463518,4.00483328808544,3.40979741864216,0,1,2,3,4,5,6,7,8,9,10,0.55,0,0,1,0,0,0,1,1,0,1,1,1
15,0,1.5289697884332,1.96897852848464,2.24126745024263,2.21170182967744,3.20986147046977,1.88278024560069,2.77500503580951,2.83281200665245,3.56084573689368,2.79484645965586,0,1,2,3,4,5,6,7,8,9,10,0.23,1,1,0,1,0,1,1,0,0,1,1,4
16,0,4.51524268918397,3.56642460490424,3.46499230571547,3.82300481036504,3.72702269339339,4.33370022608705,3.89930955967387,3.266671603237,3.69208569796546,3.49159596661655,0,1,2,3,4,5,6,7,8,9,10,0.58,0,1,0,0,0,1,0,1,0,0,1,1
17,0.91565246921298,2.34083514151931,3.63478497527944,3.19251045089886,2.80017274713427,2.62386314752273,3.70127559442457,2.42090639003902,2.56226911853462,2.27360056401956,3.16721237770641,0,1,2,3,4,5,6,7,8,9,10,0.94,1,0,1,0,1,1,0,0,1,0,0,2
18,0.274893897371104,4.50224367225069,2.24423974769779,3.46110281028911,2.90638604472288,2.45325553626767,4.31198217557345,4.42261560391982,3.18311308574579,3.10136635129112,2.67325523503448,0,1,2,3,4,5,6,7,8,9,10,0.34,0,0,1,1,1,1,0,0,0,0,1,2
19,0.0665464522042429,1.9485961251141,1.99560630240542,2.61807902020745,2.60534123004876,2.49386196524169,2.28237926779177,2.92824621737019,3.35086960711628,2.51089814300515,2.88559740054175,0,1,2,3,4,5,6,7,8,9,10,0.12,0,1,0,1,1,1,1,1,0,0,1,4
20,0.59773598634719,1.03398505774414,2.19726260089704,2.94989752943571,2.19863839750369,2.11910600288521,2.65574895444235,2.79645551152407,2.7726649178013,3.49850920877954,3.35498717640673,0,1,2,3,4,5,6,7,8,9,10,0.72,1,0,1,0,1,0,0,1,1,1,1,4
21,0.41827465002785,3.01325793520572,4.13012925996363,3.56605124005061,3.65735684048412,3.39743655835004,4.37527924314224,3.40931642165313,3.5197548738117,3.78100510111961,3.18276462976145,0,1,2,3,4,5,6,7,8,9,10,0.99,0,1,0,1,0,1,0,1,0,0,0,1
22,0.978585028713975,3.28204245273061,2.85155567313499,2.43885953329905,2.35132347089437,2.40133785152008,3.21087178503143,2.38529283281556,3.57245630859343,3.30725518761375,2.5538034659752,0,1,2,3,4,5,6,7,8,9,10,0.72,0,1,1,0,0,0,0,1,1,0,0,2
23,0,2.336526209492,2.08471858416933,3.75920731827112,2.02716552508262,2.17534928779435,2.73263352548432,3.20072363606995,2.68309197952183,3.36846176084094,3.15556715107722,0,1,2,3,4,5,6,7,8,9,10,0.51,1,1,1,1,0,0,1,0,1,1,1,2
24,0.29584265727309,1.25272331481703,2.14978828524908,2.14301934454912,2.85111316860313,2.79567815143074,2.21737554369389,3.09462995101659,2.81898469636053,3.16391707286242,3.2213902299687,0,1,2,3,4,5,6,7,8,9,10,0.46,1,0,1,1,0,1,1,0,0,1,1,4
25,0,1.11930934823653,2.43801041054969,2.60851799913622,2.70939696294809,2.60388732698246,2.83922784637216,2.71098177207554,3.53644911774631,2.49901287701343,3.11618908893638,0,1,2,3,4,5,6,7,8,9,10,0.36,0,0,1,1,1,0,0,1,0,1,0,4
26,0.0721738298119229,0.70714803180276,1.5636941825863,0.882672330671153,1.50917636918034,1.2626745518126,2.12571328269756,2.31512697687323,2.16358946950958,2.72152062205334,3.12541079027791,0,1,2,3,4,5,6,7,8,9,10,0.12,1,1,1,1,0,1,1,1,0,0,0,3
27,0,0.842645936767033,1.9421706967024,1.97604902301215,2.79887319166903,2.71781822653746,3.15103755023996,2.9874876772953,3.38948313151258,2.96667958542123,2.30587681265102,0,1,2,3,4,5,6,7,8,9,10,0.66,1,0,1,0,1,1,1,0,0,1,1,4
28,0,3.69416804665039,3.40667563543033,3.39665421401104,3.98073396809395,3.5749281425836,3.20342823057964,4.27657175509529,3.70878966105324,3.46955650165154,3.75538554461521,0,1,2,3,4,5,6,7,8,9,10,0.05,1,0,0,1,1,0,0,1,0,1,1,1
29,0,3.2856811461494,2.22146045497452,3.28685521041565,2.25759275606969,3.03509666341389,2.0106334149731,3.12830889098831,3.01815921965642,2.87882435645852,3.06752705165941,0,1,2,3,4,5,6,7,8,9,10,0.67,1,0,0,1,0,1,1,1,0,1,1,2
30,0.0471064023697048,3.98319368601759,2.60144239092692,3.78840775364882,3.24851655563843,3.3713000234972,3.17046087749403,3.85903244075787,3.90713292472325,3.48412798930248,3.73397596885204,0,1,2,3,4,5,6,7,8,9,10,0.9,1,0,0,0,0,1,0,0,0,1,1,1
31,0.856234743059913,3.45609994757776,3.64518345142041,2.69056062641807,3.73935361021533,3.20922066023342,3.66318338178623,4.06441983316773,3.24398700444565,3.47038040188287,3.12674587525831,0,1,2,3,4,5,6,7,8,9,10,0.98,0,0,0,0,0,0,0,0,1,0,0,1
32,0,3.34496451357603,1.73963610638273,2.73139258372072,2.12698596864194,3.61562725162186,3.25720447915932,2.29514459223259,2.40872396748555,2.20830020504948,3.00179204368558,0,1,2,3,4,5,6,7,8,9,10,0.5,0,0,0,1,1,1,1,1,0,1,1,2
33,0.187449572953412,1.07305359690301,2.12668424068129,2.03428684218922,2.37935513179741,2.91238010658131,2.07942857244479,2.55214713219269,2.7527767777806,3.16822569233453,2.42435247599699,0,1,2,3,4,5,6,7,8,9,10,0.77,0,0,0,0,1,0,1,1,0,1,0,4
34,0.0762439909406988,3.28159658971616,3.06043740983246,3.08564255430298,1.98008156449883,2.25456344346454,2.67760653454086,3.8430291325905,2.0053486933341,3.59666529178374,3.59657941766822,0,1,2,3,4,5,6,7,8,9,10,0.41,1,1,0,0,1,1,1,0,0,1,1,2
35,0.780746929804184,1.12008842136486,2.265156606092,2.0667817140071,2.64180076259966,2.39497995719025,2.922784545904,2.51088193420478,2.92894815056811,2.83458739622544,2.87307040148287,0,1,2,3,4,5,6,7,8,9,10,0.92,0,1,1,1,1,0,0,0,0,1,0,4
36,0,0.622208047460273,0.738884043071812,1.00196209628246,1.09128908060624,1.38902865278301,2.0771541996766,1.96471547371289,2.1437791031204,1.74470877728142,2.15220320004208,0,1,2,3,4,5,6,7,8,9,10,0.43,0,0,1,1,0,0,0,0,0,1,1,3
37,0,0.327933058742163,1.26414877440565,2.67119660650939,2.87697242106507,2.5828341852661,2.56825639720093,2.91370377225219,2.16224785037662,3.00934153014439,2.74382524737718,0,1,2,3,4,5,6,7,8,9,10,0.01,0,0,1,1,0,0,0,0,0,0,1,4
38,0,3.03456871200237,2.65686523347043,2.79271847751965,4.27711853408525,2.77041463288216,2.86239127693693,2.22172391693313,3.28403290653534,3.16361507108038,1.58925288250468,0,1,2,3,4,5,6,7,8,9,10,0.44,0,1,1,1,1,1,0,0,0,1,0,2
39,0.295303797080804,1.20166695002709,2.79942055327435,2.52468811517016,1.95269001828633,3.14752636977869,2.76110420303458,2.55904665203036,3.03912679336641,2.99276139554633,2.98633151704863,0,1,2,3,4,5,6,7,8,9,10,0.69,1,1,0,0,0,0,1,1,1,0,1,4
40,0,2.7698551900607,3.21801960855064,3.03371277757515,2.80690316271275,3.61282850064929,2.95809078585448,4.54021544223567,2.89605816413093,1.51585567089703,2.45333898570911,0,1,2,3,4,5,6,7,8,9,10,0.26,1,1,1,1,1,0,0,0,0,0,1,2
41,0.494706011543877,1.11182813589442,0.957634594031547,1.21230632623152,1.31648508696639,1.92049806749316,1.95015626573902,2.39655030037245,1.7291414084745,2.61116071655599,2.59274873136108,0,1,2,3,4,5,6,7,8,9,10,0.36,1,1,0,0,0,0,0,1,0,1,1,3
42,0,1.84212072637424,1.62669609316077,2.47097962141312,1.91297857749344,2.79168441066438,3.12943445748479,2.52533095576583,3.17973967373497,3.69554160358292,3.24279318348114,0,1,2,3,4,5,6,7,8,9,10,0.96,0,0,1,0,0,1,1,1,0,1,0,4
43,0,1.42169759494711,1.65995434043333,1.108924516629,1.09924811176247,1.14541358808688,2.34119604432215,1.79476945045718,1.49240348048101,2.03221872246069,2.48884892133347,0,1,2,3,4,5,6,7,8,9,10,0.09,1,1,0,1,0,0,0,0,1,1,0,3
44,0,1.39578916794789,0.586952402577255,1.64582623781862,1.89594723071944,1.2812604204276,1.51007411263034,2.01341750947483,1.95114314802678,2.54161843552706,1.85462542762107,0,1,2,3,4,5,6,7,8,9,10,0.89,1,1,1,0,1,0,0,0,1,0,0,3
45,0.232406363717401,1.74306798622249,1.41173683713658,2.96826031720728,2.70218475172907,1.69564237845123,2.28534585375583,3.58172346206936,2.74113856044766,2.52451023581591,2.50967197654559,0,1,2,3,4,5,6,7,8,9,10,0.06,0,1,0,0,1,0,1,0,1,1,0,4
46,0,1.36134503976535,1.53036853520964,2.34710277062502,3.00079932833975,2.28897004547478,3.0075593652762,2.75536111141873,3.31221569432931,3.34555979165176,2.89385971112215,0,1,2,3,4,5,6,7,8,9,10,0.33,1,1,0,0,0,1,0,0,0,0,0,4
47,0.277271519865217,3.61160896547317,3.30814427498183,3.06749662807972,2.80057937007893,1.50558458811576,3.82229088913441,2.70105697420539,3.77761912747302,3.14635366518465,2.39748419996496,0,1,2,3,4,5,6,7,8,9,10,0.43,1,1,1,0,1,0,1,1,0,0,1,2
48,0,1.25924680260451,2.10367262421677,1.8582238962242,2.77357374099107,2.52310414610006,2.50838744996486,3.21099204445694,2.15979501918022,3.27412119939025,3.03682026443859,0,1,2,3,4,5,6,7,8,9,10,0.42,0,1,0,0,1,1,1,0,0,1,0,4
49,0,1.3599932089261,1.38844166629317,2.06878899369727,2.25472858040949,2.66948156275307,2.68267596746845,2.62952460009093,2.89319786186732,3.26859510608027,3.63342271057706,0,1,2,3,4,5,6,7,8,9,10,1,0,0,0,0,0,1,0,1,1,0,0,4
50,0,1.10241082091261,2.10872213464878,2.29224405248497,2.33619490133787,2.52345681999951,2.86622109045096,2.17075318123111,3.2849312041265,3.09135062416132,2.5810104325372,0,1,2,3,4,5,6,7,8,9,10,0.62,0,1,0,0,0,1,1,0,0,0,0,4
51,0,2.04199623279734,1.66317692196675,1.04780177011181,3.19028470009585,2.89322914025495,2.73463989294506,3.23073130371104,1.77484768570782,3.06594931650286,3.74526656405803,0,1,2,3,4,5,6,7,8,9,10,0.67,1,0,1,0,1,0,1,0,0,1,0,2
52,0,0.650088673297463,0.771259358170928,0.997082858989006,0.92632835825909,2.09055955687032,1.54584619841825,2.01609426684175,2.04219838819857,2.93152448080164,2.70696550182044,0,1,2,3,4,5,6,7,8,9,10,0.6,1,0,0,1,1,0,1,1,1,0,1,3
53,0.305933068620343,2.51220801354755,2.52575737825635,2.26807063546056,3.42898996391268,2.45312379789277,2.26834907410432,3.07587637687975,2.46668873450331,2.45679289906341,3.02536885021103,0,1,2,3,4,5,6,7,8,9,10,0.34,0,1,1,1,1,1,0,0,0,1,1,2
54,0,2.05476286713393,2.75180477090755,2.83860964998476,2.87603573380966,2.7534646727265,3.10036530390006,2.8659570047485,3.35155867154702,2.98733739290549,3.02470224548532,0,1,2,3,4,5,6,7,8,9,10,0.23,1,1,1,0,0,0,1,1,1,1,1,2
55,0.687835613570739,1.60522150097472,1.13713689429153,2.09240886197916,1.98418889223021,3.35874405084776,2.02076192064311,2.15686031454057,2.94330840603822,2.98067614292577,2.35554459583947,0,1,2,3,4,5,6,7,8,9,10,0.79,0,1,0,0,1,1,1,1,0,0,0,4
56,0,1.46502804003607,2.06321419144495,2.22646052460317,2.03126549386309,3.41897870086243,3.04454589100905,2.39122938108756,2.36575440485309,2.98776466486477,3.20726312730447,0,1,2,3,4,5,6,7,8,9,10,0.56,1,1,1,1,1,1,1,0,0,0,0,4
57,0.395321531254912,1.597415873594,1.45253510651258,1.81963284052788,2.58428414056529,2.5659774931163,2.32888594605449,2.63595521789153,2.75848546752765,2.66295767703793,3.06520860497101,0,1,2,3,4,5,6,7,8,9,10,0.67,0,0,0,0,0,0,0,0,1,1,1,4
58,0.175474103278368,3.57131352185465,4.37682967857523,4.30460663390144,3.18289531982778,3.54554478594837,3.77337942906708,3.64988625571424,2.96351532394583,4.75202736054154,4.19416114402621,0,1,2,3,4,5,6,7,8,9,10,0.4,0,0,1,1,1,0,0,0,0,0,0,1
59,0.828303541214988,3.56018188595299,0.803365462664157,3.0319698765257,1.85432879866466,2.7656326546417,2.07973678022609,2.10951893705495,3.80119864908682,2.09371330127727,3.12758244304121,0,1,2,3,4,5,6,7,8,9,10,0.7,1,1,1,1,1,1,1,0,0,0,1,2
60,0,0,0.902211873310163,1.58139314076055,1.55929252170535,1.83433880378436,2.19014246877143,2.54295469687458,1.73285506014447,1.68471247062404,2.56974915329216,0,1,2,3,4,5,6,7,8,9,10,0.79,1,0,1,1,0,1,0,1,0,1,0,3
61,0,1.01349190507119,2.06794835218661,1.67154589888235,2.3309621355916,2.31798947608394,2.29679406074526,3.06101254756925,2.97076298009,3.47367464660156,3.15141675997796,0,1,2,3,4,5,6,7,8,9,10,0.36,1,1,1,0,0,0,1,1,1,0,0,4
62,0,2.97079107390981,2.4824293778551,4.19695297127619,3.43763527505236,4.21988379674124,3.90810002468833,2.8096319132341,4.21303742538627,4.28783839577735,3.67146852810857,0,1,2,3,4,5,6,7,8,9,10,0.64,0,1,1,0,1,1,0,0,0,1,0,1
63,1.66281263897156,2.28669015355156,4.25132481733733,2.15348772909989,2.80348948210904,3.35372970304976,1.67657301945101,2.1122114303053,2.27554091897489,2.75062244048864,2.53128003667255,0,1,2,3,4,5,6,7,8,9,10,0.66,0,0,0,1,1,0,0,0,0,0,1,2
64,0,1.68011195511938,3.13068898256529,2.04563460900553,2.46629149320881,3.32998983311193,3.36522989593331,2.59238323425612,3.25256852553864,3.16274194723019,3.31765390358519,0,1,2,3,4,5,6,7,8,9,10,0.74,1,1,1,1,1,1,0,1,1,1,0,2
65,0,2.24664449885343,1.48024130879811,2.52203686720571,2.49203362467708,1.5428096657663,2.70103374980752,3.34825855304,3.54031111044846,3.30918767622357,2.71715863386483,0,1,2,3,4,5,6,7,8,9,10,0.89,1,1,0,1,1,1,1,1,1,0,1,4
66,0,3.66624778272147,2.78678425427457,2.86632699433371,2.69529341822635,2.72034114346208,2.86261179451814,3.82956964426345,2.6118543138133,3.12438725120495,4.89413460569806,0,1,2,3,4,5,6,7,8,9,10,0.43,1,1,0,0,0,1,1,0,0,0,1,2
67,0.112814805600157,2.19567154575867,1.46839015806133,2.5889076407396,1.91135656516257,2.93721646968517,2.40610630896209,2.72012966404411,2.60951918842584,2.04150267535326,3.01165869508091,0,1,2,3,4,5,6,7,8,9,10,0.85,0,0,0,0,1,1,1,0,0,1,1,4
68,0.135574634356737,0.929661710221221,2.05419769901505,2.89407530192833,3.35969102937617,2.11206755985822,3.79285067418387,2.62808500385839,3.45717228498017,2.37897706668742,2.64231994969504,0,1,2,3,4,5,6,7,8,9,10,0.79,0,0,0,1,0,1,1,0,0,0,1,4
69,0,3.67907313661123,2.07848278456861,2.45200625824165,2.9471215560954,1.63459053761091,3.38183569611887,3.67275731269425,3.10257991430803,2.18066367388936,2.13669930885967,0,1,2,3,4,5,6,7,8,9,10,0.22,0,1,0,1,1,0,1,1,1,0,0,2
70,0.513774969304341,1.42511239659016,1.82148651058735,2.01259218596953,2.90212611779038,2.73440459173116,2.95738727233813,2.86961791743184,3.06907900127635,3.27294518671782,2.87002296615459,0,1,2,3,4,5,6,7,8,9,10,0.18,1,1,0,0,0,1,0,1,0,1,1,4
71,0,2.87883125646719,3.53611047741098,2.58540510055107,3.47339443910962,2.46236727530566,2.31857759088023,1.41167517183231,4.08344627794212,2.60240030486602,2.67657520873232,0,1,2,3,4,5,6,7,8,9,10,0.66,1,0,1,1,0,0,1,1,1,1,1,2
72,0.483326375122383,1.29473916633056,1.88057835602365,2.23613865166833,2.55928470155002,2.94865578089583,2.39313662735915,2.70495011173736,2.77090952159864,2.29124370691797,2.60642463992579,0,1,2,3,4,5,6,7,8,9,10,0.43,0,1,0,0,0,1,1,0,0,0,1,4
73,0.956926402726058,2.10524916982841,3.06772494379846,2.7108045967667,3.84000342820323,2.75671194800998,2.790077613163,2.31047492924298,2.01466718635639,3.04640635902139,3.51927089490566,0,1,2,3,4,5,6,7,8,9,10,0.46,0,0,1,0,0,1,0,0,0,1,1,2
74,0.45534966623556,1.94921531340111,2.65470288159298,3.00817932365288,2.34866396259344,2.79192311051452,2.97394805367539,3.26117077149199,3.28490894643511,2.76771009105287,1.49959388712935,0,1,2,3,4,5,6,7,8,9,10,0.29,0,1,1,1,0,1,1,1,1,0,1,2
75,0,1.91344526486182,1.54502503113094,2.28087271129295,2.92248712013817,2.62234647629812,3.54664170214897,2.89338886278076,2.37211473854263,2.30901345510974,3.38215551459146,0,1,2,3,4,5,6,7,8,9,10,0.03,0,1,1,0,0,1,0,0,0,0,1,4
76,0.616525833406876,3.0620725969231,2.01057348017999,3.62445279227243,2.71741546538941,2.18125565743054,1.6748239623636,2.96313226326613,1.99735996588994,2.91736021942927,2.34692305456785,0,1,2,3,4,5,6,7,8,9,10,0.36,1,0,1,1,0,1,1,0,1,1,1,2
77,0,0.266588543936059,1.31078832172717,1.28550089825498,1.40089205033314,2.18249020717853,2.48510035615922,2.43777684429194,2.3499227800925,2.43223103193289,2.36932111173724,0,1,2,3,4,5,6,7,8,9,10,0.94,1,1,0,0,0,1,0,0,0,1,0,3
78,0.630504467420583,1.5275909099894,1.92688354612491,2.27124351368915,1.86752184445685,2.93389262013172,2.84629784919003,3.62676765819601,2.84664486022348,3.08697174008744,2.93325443094802,0,1,2,3,4,5,6,7,8,9,10,0.4,0,1,0,1,0,0,1,1,0,0,0,4
79,0.671403607463006,0.359307940873905,0.852546306618308,1.53896915992006,1.25019191204567,1.28189398862906,1.91226016053102,1.3215359469522,2.28469543437306,2.26499165507293,1.98981211618278,0,1,2,3,4,5,6,7,8,9,10,0.46,1,0,0,1,0,0,1,1,1,1,1,3
80,0,2.58902799946229,3.29317747064353,1.57237657135419,5.17998311833557,3.21331798143369,1.17031123940637,3.91539546033563,2.86128533855511,3.63291821420173,3.25318862779567,0,1,2,3,4,5,6,7,8,9,10,0.14,0,0,1,0,0,0,1,0,0,0,0,2
81,0.0789632357697062,0.891441325741262,2.1719277057618,2.28202780537454,2.59714918125798,2.26517019152125,2.41151239250309,2.74750106923826,2.54485161693232,2.84152398576837,2.94660852500346,0,1,2,3,4,5,6,7,8,9,10,0.8,0,0,0,1,0,0,1,1,1,0,1,4
82,0.515302649118334,0.772693482357237,1.64228095943315,1.77752453138279,3.14697213983053,2.5536971420675,3.23934925572467,2.58396213630076,2.65675630965715,2.89479148489328,3.015796802659,0,1,2,3,4,5,6,7,8,9,10,0.77,0,1,1,1,0,0,0,0,1,1,0,4
83,0,4.1629028298859,3.33987802545136,2.62852430070286,3.29991159591423,3.26831281072227,3.8439333740735,4.34615883770256,4.10276369708203,3.91500837529813,3.90432656969865,0,1,2,3,4,5,6,7,8,9,10,0.89,1,1,0,0,1,0,1,1,0,1,1,1
84,0.442938607622749,3.77766343662263,3.15816888742839,3.76121922477197,3.1161889582144,2.49256378280953,4.39371673527363,2.85848998506223,2.31519521335882,3.20741664842164,3.1157808466281,0,1,2,3,4,5,6,7,8,9,10,0.96,0,0,0,0,0,0,0,0,0,0,0,2
85,0.162356882886681,3.38121356386832,2.49049132376574,2.00654285529311,3.06592663880182,3.07862110359536,2.49938709156981,3.12997092045998,3.98900401464049,3.88948703792835,2.9228637853459,0,1,2,3,4,5,6,7,8,9,10,0.65,0,1,0,0,1,1,0,1,1,1,1,2
86,0.00685847391544885,1.6566320109607,2.18464361630709,1.97122045234767,2.92392786260598,2.74692176449627,2.34062929625363,2.65301812297302,2.6353550990169,3.75504597463955,2.58221799422321,0,1,2,3,4,5,6,7,8,9,10,0.2,1,1,0,0,0,1,1,0,1,1,0,4
87,0.242013595827232,1.68769687646549,1.82659371320504,3.14329115928622,2.1855953818386,2.70068964991516,2.7011724637228,2.2756443645581,2.72055240831698,3.47644792933729,3.79340015777872,0,1,2,3,4,5,6,7,8,9,10,0.3,0,1,1,1,1,0,0,1,1,1,1,4
88,0,1.6017028626271,1.8327217031047,2.72983309822319,2.06595872427902,2.52830058595709,2.74506752568299,3.28191491343592,3.35635816434595,3.2160248002532,2.06789632341273,0,1,2,3,4,5,6,7,8,9,10,0.02,1,0,0,1,1,0,0,1,0,0,1,4
89,0,3.63239156783346,4.05335316048567,3.01869876549937,2.49135288449134,2.69612091885187,2.55613739634394,2.07747489755562,2.93197544255592,2.58290878082211,2.64194912915906,0,1,2,3,4,5,6,7,8,9,10,0.01,1,0,1,0,0,1,1,1,1,0,1,2
90,0,1.0221365165077,1.58594242368233,2.15472699313495,2.69864092274032,2.77985766292996,2.29168773964455,3.17158976757121,2.45871675553032,2.72156411191685,2.3731941813744,0,1,2,3,4,5,6,7,8,9,10,0.78,0,0,0,0,0,0,1,1,1,0,0,4
91,0,0.137194986265748,0.696952480158249,1.31837895491528,2.04569426203895,1.94188983823506,2.4503578227839,2.04821034757717,2.12832703698979,1.5698387029778,2.36520757675853,0,1,2,3,4,5,6,7,8,9,10,0.72,0,1,0,1,1,0,0,0,0,0,1,3
92,0.329249650684176,0.635699430945025,2.36050809955133,2.9041192758246,2.34305169967164,2.12625331014867,3.23947964595317,2.08825852573548,2.7980600125741,3.21475642045348,3.46046581167719,0,1,2,3,4,5,6,7,8,9,10,0.44,0,0,0,1,0,1,1,1,0,1,0,4
93,0.170067127185746,1.56990137245546,2.70473515896702,1.98943965564271,2.39161963201491,2.30881216512982,2.87097865360119,3.27711171753088,2.53720373288163,3.0608568567189,2.9992013711683,0,1,2,3,4,5,6,7,8,9,10,0.14,1,1,1,1,1,0,0,0,1,1,1,4
94,0.44583658874489,3.66114959063763,3.86916972201985,3.63296137996865,2.79277761189762,2.82480996571217,3.43142184197891,3.8122902336811,3.64002181418381,3.87626935157161,2.8947444889647,0,1,2,3,4,5,6,7,8,9,10,0.16,0,1,0,1,0,0,0,1,1,0,0,1
95,0,1.36097929482506,2.34937809582374,1.49320554126072,2.40693878929851,2.81291747886984,3.12033117197057,2.37420205493531,2.95902032120527,4.14804849435941,3.55155637098585,0,1,2,3,4,5,6,7,8,9,10,0.8,1,1,0,0,1,1,0,0,1,1,0,4
96,0.404680839301166,3.19801144171117,2.80327674299364,2.74370275744616,3.5904702976692,3.57633519308786,2.70051032625264,3.60310161255542,1.8261737101615,2.45491731832198,2.79053536101805,0,1,2,3,4,5,6,7,8,9,10,0.8,1,1,0,1,0,1,1,0,0,1,1,2
97,0,2.40385262625695,3.58649566142183,2.70831676603928,2.36641164926893,3.15129977273196,1.8749614264505,2.85005589941989,2.94413479254,2.8553064976382,3.20243309423894,0,1,2,3,4,5,6,7,8,9,10,0.54,1,0,0,0,1,0,1,0,1,1,0,2
98,0.721427554866171,0.777537712186734,1.46815966915712,0.939627911217339,1.06232545320043,1.52975056355989,1.96345096142631,2.6666483425893,2.00531833521626,2.14081208404237,2.88523453346561,0,1,2,3,4,5,6,7,8,9,10,0.6,1,1,0,0,0,1,0,0,1,1,1,3
99,0,1.34097190621736,2.23957595513844,2.21961772774686,2.84259323719386,3.10829199622967,2.73409135167485,3.13550571423811,2.94255014240017,2.59535390163908,2.82186233425284,0,1,2,3,4,5,6,7,8,9,10,0.34,1,0,1,0,0,0,0,1,0,0,1,4
